,jurisdiction_of_occurrence,mmwryear,mmwrweek,week_ending_date,all_cause,natural_cause,septicemia_a40_a41,malignant_neoplasms_c00_c97,diabetes_mellitus_e10_e14,alzheimer_disease_g30,influenza_and_pneumonia_j09_j18,chronic_lower_respiratory,other_diseases_of_respiratory,nephritis_nephrotic_syndrome,symptoms_signs_and_abnormal,diseases_of_heart_i00_i09,cerebrovascular_diseases,covid_19_u071_multiple_cause_of_death,covid_19_u071_underlying_cause_of_death,flag_otherresp,flag_otherunk,flag_nephr,flag_inflpn,flag_cov19mcod,flag_cov19ucod,flag_sept,flag_diab,flag_alz,flag_clrd,flag_stroke,flag_hd,flag_neopl,flag_allcause,flag_natcause
757,Florida,2020,4,1/25/2020,4390.0,4020.0,54.0,930.0,124.0,144.0,89.0,282.0,55.0,66.0,77.0,1002.0,301.0,0.0,0.0,,,,,,,,,,,,,,,
758,Florida,2020,5,2/1/2020,4420.0,4050.0,55.0,888.0,153.0,141.0,76.0,268.0,66.0,69.0,94.0,993.0,313.0,0.0,0.0,,,,,,,,,,,,,,,
759,Florida,2020,6,2/8/2020,4384.0,4024.0,46.0,878.0,160.0,142.0,79.0,255.0,65.0,76.0,82.0,1056.0,289.0,0.0,0.0,,,,,,,,,,,,,,,
760,Florida,2020,7,2/15/2020,4358.0,3963.0,54.0,883.0,129.0,122.0,87.0,285.0,64.0,77.0,78.0,1014.0,297.0,0.0,0.0,,,,,,,,,,,,,,,
761,Florida,2020,8,2/22/2020,4413.0,4001.0,66.0,925.0,135.0,126.0,78.0,251.0,60.0,68.0,100.0,951.0,327.0,0.0,0.0,,,,,,,,,,,,,,,
762,Florida,2020,9,2/29/2020,4398.0,4009.0,49.0,884.0,120.0,127.0,79.0,263.0,59.0,73.0,95.0,1038.0,297.0,0.0,0.0,,,,,,,,,,,,,,,
763,Florida,2020,10,3/7/2020,4519.0,4130.0,45.0,925.0,149.0,131.0,90.0,286.0,42.0,65.0,110.0,1002.0,310.0,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,
764,Florida,2020,11,3/14/2020,4435.0,4016.0,49.0,927.0,124.0,127.0,85.0,272.0,65.0,80.0,92.0,977.0,329.0,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,
765,Florida,2020,12,3/21/2020,4362.0,3932.0,62.0,890.0,131.0,129.0,100.0,276.0,60.0,61.0,98.0,946.0,276.0,17.0,16.0,,,,,,,,,,,,,,,
766,Florida,2020,13,3/28/2020,4462.0,4065.0,60.0,934.0,149.0,129.0,86.0,248.0,74.0,43.0,113.0,956.0,303.0,92.0,91.0,,,,,,,,,,,,,,,
767,Florida,2020,14,4/4/2020,4495.0,4136.0,63.0,881.0,138.0,124.0,91.0,257.0,57.0,51.0,119.0,969.0,312.0,216.0,209.0,,,,,,,,,,,,,,,
768,Florida,2020,15,4/11/2020,4543.0,4164.0,50.0,912.0,150.0,132.0,72.0,234.0,50.0,63.0,137.0,932.0,279.0,300.0,284.0,,,,,,,,,,,,,,,
769,Florida,2020,16,4/18/2020,4411.0,4083.0,54.0,847.0,163.0,150.0,60.0,225.0,41.0,59.0,143.0,894.0,296.0,307.0,294.0,,,,,,,,,,,,,,,
770,Florida,2020,17,4/25/2020,4548.0,4183.0,50.0,864.0,146.0,158.0,58.0,254.0,37.0,56.0,151.0,919.0,314.0,318.0,283.0,,,,,,,,,,,,,,,
771,Florida,2020,18,5/2/2020,4339.0,3977.0,52.0,859.0,156.0,143.0,49.0,204.0,50.0,48.0,174.0,832.0,296.0,302.0,272.0,,,,,,,,,,,,,,,
772,Florida,2020,19,5/9/2020,4404.0,4042.0,57.0,859.0,136.0,119.0,60.0,214.0,52.0,69.0,179.0,913.0,257.0,289.0,254.0,,,,,,,,,,,,,,,
773,Florida,2020,20,5/16/2020,4271.0,3950.0,47.0,864.0,130.0,132.0,57.0,233.0,38.0,57.0,189.0,876.0,292.0,256.0,217.0,,,,,,,,,,,,,,,
774,Florida,2020,21,5/23/2020,4346.0,4009.0,44.0,865.0,149.0,133.0,53.0,214.0,40.0,57.0,231.0,925.0,260.0,231.0,195.0,,,,,,,,,,,,,,,
775,Florida,2020,22,5/30/2020,4187.0,3867.0,46.0,820.0,134.0,131.0,44.0,186.0,44.0,70.0,206.0,860.0,268.0,226.0,190.0,,,,,,,,,,,,,,,
776,Florida,2020,23,6/6/2020,4206.0,3940.0,41.0,879.0,111.0,141.0,48.0,201.0,43.0,70.0,285.0,857.0,279.0,203.0,158.0,,,,,,,,,,,,,,,
777,Florida,2020,24,6/13/2020,4058.0,3819.0,37.0,805.0,117.0,116.0,42.0,189.0,48.0,48.0,300.0,866.0,290.0,161.0,135.0,,,,,,,,,,,,,,,
778,Florida,2020,25,6/20/2020,3571.0,3377.0,27.0,754.0,97.0,112.0,34.0,185.0,35.0,47.0,255.0,715.0,258.0,140.0,124.0,,,,,,,,,,,,,,,
779,Florida,2020,26,6/27/2020,1208.0,1169.0,10.0,265.0,28.0,49.0,11.0,54.0,13.0,,92.0,256.0,93.0,35.0,31.0,,,Suppressed (counts 1-9),,,,,,,,,,,,
780,Georgia,2019,1,1/5/2019,1803.0,1640.0,34.0,324.0,64.0,75.0,51.0,110.0,29.0,38.0,18.0,437.0,83.0,0.0,0.0,,,,,,,,,,,,,,,
781,Georgia,2019,2,1/12/2019,1743.0,1613.0,33.0,344.0,44.0,78.0,37.0,127.0,30.0,32.0,19.0,422.0,83.0,0.0,0.0,,,,,,,,,,,,,,,
782,Georgia,2019,3,1/19/2019,1796.0,1658.0,35.0,357.0,57.0,104.0,33.0,99.0,43.0,61.0,24.0,396.0,96.0,0.0,0.0,,,,,,,,,,,,,,,
783,Georgia,2019,4,1/26/2019,1731.0,1617.0,33.0,345.0,65.0,81.0,38.0,96.0,36.0,38.0,29.0,411.0,94.0,0.0,0.0,,,,,,,,,,,,,,,
784,Georgia,2019,5,2/2/2019,1761.0,1628.0,36.0,357.0,46.0,103.0,19.0,97.0,40.0,38.0,20.0,418.0,89.0,0.0,0.0,,,,,,,,,,,,,,,
785,Georgia,2019,6,2/9/2019,1671.0,1538.0,28.0,360.0,47.0,84.0,16.0,119.0,35.0,49.0,18.0,356.0,98.0,0.0,0.0,,,,,,,,,,,,,,,
786,Georgia,2019,7,2/16/2019,1646.0,1545.0,37.0,326.0,40.0,90.0,43.0,111.0,39.0,42.0,23.0,382.0,82.0,0.0,0.0,,,,,,,,,,,,,,,
787,Georgia,2019,8,2/23/2019,1714.0,1590.0,49.0,352.0,55.0,68.0,45.0,97.0,54.0,44.0,20.0,354.0,111.0,0.0,0.0,,,,,,,,,,,,,,,
788,Georgia,2019,9,3/2/2019,1695.0,1558.0,36.0,353.0,50.0,71.0,45.0,97.0,31.0,34.0,21.0,374.0,89.0,0.0,0.0,,,,,,,,,,,,,,,
789,Georgia,2019,10,3/9/2019,1717.0,1567.0,32.0,315.0,53.0,88.0,43.0,96.0,33.0,41.0,23.0,408.0,100.0,0.0,0.0,,,,,,,,,,,,,,,
790,Georgia,2019,11,3/16/2019,1706.0,1550.0,35.0,354.0,38.0,76.0,29.0,104.0,46.0,29.0,23.0,397.0,71.0,0.0,0.0,,,,,,,,,,,,,,,
791,Georgia,2019,12,3/23/2019,1692.0,1543.0,37.0,344.0,53.0,77.0,30.0,94.0,33.0,48.0,24.0,395.0,65.0,0.0,0.0,,,,,,,,,,,,,,,
792,Georgia,2019,13,3/30/2019,1685.0,1546.0,37.0,353.0,49.0,85.0,33.0,105.0,40.0,28.0,22.0,384.0,88.0,0.0,0.0,,,,,,,,,,,,,,,
793,Georgia,2019,14,4/6/2019,1654.0,1484.0,38.0,325.0,45.0,81.0,31.0,87.0,25.0,28.0,11.0,385.0,102.0,0.0,0.0,,,,,,,,,,,,,,,
794,Georgia,2019,15,4/13/2019,1654.0,1497.0,42.0,311.0,43.0,78.0,27.0,84.0,46.0,40.0,18.0,383.0,88.0,0.0,0.0,,,,,,,,,,,,,,,
795,Georgia,2019,16,4/20/2019,1644.0,1512.0,45.0,326.0,46.0,78.0,29.0,99.0,35.0,43.0,20.0,371.0,80.0,0.0,0.0,,,,,,,,,,,,,,,
796,Georgia,2019,17,4/27/2019,1749.0,1586.0,25.0,354.0,64.0,86.0,37.0,98.0,38.0,40.0,20.0,405.0,87.0,0.0,0.0,,,,,,,,,,,,,,,
797,Georgia,2019,18,5/4/2019,1713.0,1557.0,53.0,352.0,38.0,74.0,28.0,105.0,47.0,52.0,23.0,370.0,73.0,0.0,0.0,,,,,,,,,,,,,,,
798,Georgia,2019,19,5/11/2019,1639.0,1505.0,25.0,355.0,47.0,72.0,18.0,93.0,35.0,49.0,21.0,366.0,86.0,0.0,0.0,,,,,,,,,,,,,,,
799,Georgia,2019,20,5/18/2019,1560.0,1429.0,28.0,322.0,50.0,74.0,13.0,99.0,25.0,38.0,22.0,367.0,88.0,0.0,0.0,,,,,,,,,,,,,,,
800,Georgia,2019,21,5/25/2019,1578.0,1434.0,24.0,351.0,43.0,66.0,17.0,88.0,34.0,36.0,20.0,379.0,73.0,0.0,0.0,,,,,,,,,,,,,,,
801,Georgia,2019,22,6/1/2019,1624.0,1451.0,30.0,317.0,50.0,84.0,22.0,82.0,41.0,39.0,17.0,383.0,80.0,0.0,0.0,,,,,,,,,,,,,,,
802,Georgia,2019,23,6/8/2019,1619.0,1465.0,32.0,333.0,46.0,84.0,19.0,87.0,30.0,39.0,25.0,360.0,81.0,0.0,0.0,,,,,,,,,,,,,,,
803,Georgia,2019,24,6/15/2019,1575.0,1435.0,25.0,345.0,44.0,77.0,15.0,78.0,33.0,35.0,24.0,383.0,82.0,0.0,0.0,,,,,,,,,,,,,,,
804,Georgia,2019,25,6/22/2019,1591.0,1459.0,39.0,342.0,51.0,64.0,22.0,89.0,33.0,48.0,26.0,358.0,81.0,0.0,0.0,,,,,,,,,,,,,,,
805,Georgia,2019,26,6/29/2019,1515.0,1401.0,33.0,336.0,38.0,85.0,22.0,85.0,30.0,30.0,15.0,349.0,89.0,0.0,0.0,,,,,,,,,,,,,,,
806,Georgia,2019,27,7/6/2019,1529.0,1379.0,34.0,343.0,34.0,90.0,16.0,71.0,21.0,25.0,18.0,354.0,79.0,0.0,0.0,,,,,,,,,,,,,,,
807,Georgia,2019,28,7/13/2019,1589.0,1458.0,28.0,326.0,43.0,89.0,17.0,89.0,23.0,49.0,24.0,388.0,80.0,0.0,0.0,,,,,,,,,,,,,,,
808,Georgia,2019,29,7/20/2019,1628.0,1467.0,43.0,317.0,42.0,85.0,23.0,84.0,29.0,42.0,23.0,369.0,78.0,0.0,0.0,,,,,,,,,,,,,,,
809,Georgia,2019,30,7/27/2019,1621.0,1482.0,31.0,371.0,34.0,89.0,24.0,64.0,26.0,37.0,18.0,356.0,84.0,0.0,0.0,,,,,,,,,,,,,,,
810,Georgia,2019,31,8/3/2019,1609.0,1489.0,32.0,370.0,42.0,66.0,24.0,91.0,34.0,38.0,20.0,363.0,80.0,0.0,0.0,,,,,,,,,,,,,,,
811,Georgia,2019,32,8/10/2019,1573.0,1418.0,27.0,329.0,30.0,79.0,19.0,85.0,38.0,49.0,23.0,339.0,70.0,0.0,0.0,,,,,,,,,,,,,,,
812,Georgia,2019,33,8/17/2019,1607.0,1452.0,28.0,349.0,33.0,80.0,17.0,74.0,38.0,30.0,25.0,358.0,84.0,0.0,0.0,,,,,,,,,,,,,,,
813,Georgia,2019,34,8/24/2019,1540.0,1399.0,39.0,341.0,34.0,73.0,20.0,85.0,23.0,34.0,24.0,343.0,67.0,0.0,0.0,,,,,,,,,,,,,,,
814,Georgia,2019,35,8/31/2019,1553.0,1421.0,25.0,349.0,40.0,88.0,16.0,62.0,28.0,30.0,19.0,344.0,85.0,0.0,0.0,,,,,,,,,,,,,,,
815,Georgia,2019,36,9/7/2019,1598.0,1465.0,27.0,340.0,39.0,78.0,15.0,90.0,31.0,42.0,26.0,347.0,90.0,0.0,0.0,,,,,,,,,,,,,,,
816,Georgia,2019,37,9/14/2019,1608.0,1465.0,31.0,339.0,41.0,92.0,24.0,87.0,39.0,30.0,23.0,352.0,73.0,0.0,0.0,,,,,,,,,,,,,,,
817,Georgia,2019,38,9/21/2019,1531.0,1370.0,25.0,322.0,38.0,78.0,20.0,84.0,37.0,44.0,19.0,318.0,70.0,0.0,0.0,,,,,,,,,,,,,,,
818,Georgia,2019,39,9/28/2019,1651.0,1489.0,28.0,356.0,53.0,77.0,19.0,84.0,45.0,39.0,32.0,342.0,84.0,0.0,0.0,,,,,,,,,,,,,,,
819,Georgia,2019,40,10/5/2019,1593.0,1444.0,27.0,343.0,44.0,103.0,23.0,70.0,36.0,35.0,32.0,337.0,91.0,0.0,0.0,,,,,,,,,,,,,,,
820,Georgia,2019,41,10/12/2019,1586.0,1454.0,23.0,352.0,41.0,67.0,23.0,90.0,29.0,45.0,17.0,340.0,88.0,0.0,0.0,,,,,,,,,,,,,,,
821,Georgia,2019,42,10/19/2019,1591.0,1457.0,39.0,369.0,43.0,79.0,15.0,72.0,32.0,32.0,17.0,358.0,84.0,0.0,0.0,,,,,,,,,,,,,,,
822,Georgia,2019,43,10/26/2019,1610.0,1492.0,37.0,332.0,39.0,64.0,21.0,87.0,40.0,36.0,18.0,377.0,92.0,0.0,0.0,,,,,,,,,,,,,,,
823,Georgia,2019,44,11/2/2019,1665.0,1521.0,32.0,347.0,47.0,74.0,13.0,87.0,20.0,32.0,27.0,372.0,106.0,0.0,0.0,,,,,,,,,,,,,,,
824,Georgia,2019,45,11/9/2019,1682.0,1539.0,45.0,349.0,41.0,80.0,18.0,88.0,36.0,46.0,20.0,375.0,99.0,0.0,0.0,,,,,,,,,,,,,,,
825,Georgia,2019,46,11/16/2019,1666.0,1542.0,29.0,338.0,45.0,82.0,30.0,98.0,29.0,32.0,19.0,373.0,75.0,0.0,0.0,,,,,,,,,,,,,,,
826,Georgia,2019,47,11/23/2019,1798.0,1664.0,30.0,388.0,56.0,89.0,24.0,80.0,42.0,39.0,29.0,437.0,96.0,0.0,0.0,,,,,,,,,,,,,,,
827,Georgia,2019,48,11/30/2019,1731.0,1613.0,35.0,344.0,48.0,86.0,30.0,94.0,44.0,42.0,24.0,391.0,104.0,0.0,0.0,,,,,,,,,,,,,,,
828,Georgia,2019,49,12/7/2019,1687.0,1541.0,45.0,309.0,64.0,81.0,14.0,95.0,35.0,39.0,30.0,388.0,87.0,0.0,0.0,,,,,,,,,,,,,,,
829,Georgia,2019,50,12/14/2019,1710.0,1586.0,30.0,345.0,53.0,94.0,39.0,103.0,38.0,44.0,31.0,374.0,86.0,0.0,0.0,,,,,,,,,,,,,,,
830,Georgia,2019,51,12/21/2019,1737.0,1608.0,30.0,351.0,52.0,87.0,33.0,101.0,40.0,42.0,30.0,380.0,98.0,0.0,0.0,,,,,,,,,,,,,,,
831,Georgia,2019,52,12/28/2019,1775.0,1645.0,41.0,343.0,51.0,104.0,42.0,104.0,58.0,40.0,27.0,420.0,98.0,0.0,0.0,,,,,,,,,,,,,,,
832,Georgia,2020,1,1/4/2020,1797.0,1650.0,41.0,337.0,61.0,83.0,61.0,99.0,44.0,41.0,24.0,399.0,93.0,0.0,0.0,,,,,,,,,,,,,,,
833,Georgia,2020,2,1/11/2020,1795.0,1656.0,40.0,341.0,43.0,109.0,44.0,118.0,51.0,41.0,20.0,396.0,74.0,0.0,0.0,,,,,,,,,,,,,,,
834,Georgia,2020,3,1/18/2020,1730.0,1603.0,38.0,318.0,53.0,94.0,38.0,106.0,40.0,46.0,32.0,386.0,93.0,0.0,0.0,,,,,,,,,,,,,,,
835,Georgia,2020,4,1/25/2020,1815.0,1685.0,35.0,367.0,51.0,98.0,54.0,115.0,40.0,52.0,24.0,393.0,76.0,0.0,0.0,,,,,,,,,,,,,,,
836,Georgia,2020,5,2/1/2020,1784.0,1664.0,29.0,356.0,54.0,75.0,35.0,106.0,39.0,47.0,26.0,410.0,99.0,0.0,0.0,,,,,,,,,,,,,,,
837,Georgia,2020,6,2/8/2020,1759.0,1610.0,29.0,350.0,56.0,81.0,46.0,95.0,31.0,39.0,23.0,411.0,103.0,0.0,0.0,,,,,,,,,,,,,,,
838,Georgia,2020,7,2/15/2020,1743.0,1593.0,37.0,323.0,50.0,85.0,34.0,98.0,46.0,48.0,28.0,411.0,89.0,0.0,0.0,,,,,,,,,,,,,,,
839,Georgia,2020,8,2/22/2020,1731.0,1588.0,36.0,334.0,47.0,90.0,49.0,106.0,41.0,37.0,24.0,396.0,86.0,0.0,0.0,,,,,,,,,,,,,,,
840,Georgia,2020,9,2/29/2020,1836.0,1693.0,36.0,388.0,60.0,80.0,29.0,100.0,56.0,43.0,26.0,395.0,92.0,0.0,0.0,,,,,,,,,,,,,,,
841,Georgia,2020,10,3/7/2020,1731.0,1575.0,42.0,325.0,41.0,82.0,37.0,78.0,34.0,37.0,27.0,426.0,97.0,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,
842,Georgia,2020,11,3/14/2020,1755.0,1612.0,29.0,324.0,51.0,87.0,39.0,102.0,45.0,27.0,46.0,385.0,89.0,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,
843,Georgia,2020,12,3/21/2020,1739.0,1602.0,35.0,377.0,47.0,68.0,40.0,98.0,42.0,44.0,14.0,360.0,88.0,37.0,35.0,,,,,,,,,,,,,,,
844,Georgia,2020,13,3/28/2020,1838.0,1712.0,37.0,370.0,52.0,80.0,41.0,96.0,56.0,45.0,34.0,363.0,116.0,93.0,89.0,,,,,,,,,,,,,,,
845,Georgia,2020,14,4/4/2020,1980.0,1826.0,39.0,360.0,50.0,107.0,40.0,108.0,49.0,36.0,24.0,354.0,95.0,198.0,190.0,,,,,,,,,,,,,,,
846,Georgia,2020,15,4/11/2020,1976.0,1838.0,43.0,323.0,56.0,110.0,43.0,104.0,40.0,35.0,30.0,400.0,84.0,207.0,194.0,,,,,,,,,,,,,,,
847,Georgia,2020,16,4/18/2020,1952.0,1836.0,31.0,306.0,56.0,102.0,40.0,84.0,35.0,62.0,28.0,403.0,106.0,245.0,226.0,,,,,,,,,,,,,,,
848,Georgia,2020,17,4/25/2020,1963.0,1833.0,36.0,331.0,55.0,129.0,28.0,91.0,41.0,28.0,44.0,363.0,99.0,233.0,207.0,,,,,,,,,,,,,,,
849,Georgia,2020,18,5/2/2020,1881.0,1783.0,38.0,317.0,39.0,101.0,28.0,99.0,41.0,34.0,30.0,377.0,80.0,256.0,234.0,,,,,,,,,,,,,,,
850,Georgia,2020,19,5/9/2020,1878.0,1749.0,34.0,324.0,56.0,106.0,33.0,83.0,50.0,37.0,42.0,371.0,73.0,197.0,174.0,,,,,,,,,,,,,,,
851,Georgia,2020,20,5/16/2020,1817.0,1711.0,33.0,360.0,55.0,102.0,22.0,93.0,38.0,36.0,27.0,359.0,85.0,181.0,158.0,,,,,,,,,,,,,,,
852,Georgia,2020,21,5/23/2020,1737.0,1630.0,30.0,333.0,37.0,101.0,21.0,78.0,43.0,39.0,38.0,366.0,90.0,132.0,122.0,,,,,,,,,,,,,,,
853,Georgia,2020,22,5/30/2020,1569.0,1473.0,26.0,282.0,48.0,87.0,17.0,94.0,42.0,36.0,26.0,318.0,86.0,125.0,105.0,,,,,,,,,,,,,,,
854,Georgia,2020,23,6/6/2020,1484.0,1395.0,26.0,301.0,29.0,79.0,20.0,69.0,39.0,35.0,29.0,303.0,69.0,98.0,82.0,,,,,,,,,,,,,,,
855,Georgia,2020,24,6/13/2020,1290.0,1211.0,16.0,270.0,29.0,60.0,23.0,70.0,22.0,35.0,31.0,266.0,66.0,70.0,62.0,,,,,,,,,,,,,,,
856,Georgia,2020,25,6/20/2020,937.0,896.0,23.0,197.0,19.0,57.0,13.0,52.0,26.0,23.0,14.0,214.0,42.0,44.0,37.0,,,,,,,,,,,,,,,
857,Georgia,2020,26,6/27/2020,399.0,383.0,,89.0,13.0,20.0,,23.0,,15.0,,90.0,17.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,
858,Hawaii,2019,1,1/5/2019,246.0,222.0,,46.0,,10.0,,,,,,53.0,17.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
859,Hawaii,2019,2,1/12/2019,210.0,188.0,,37.0,,,13.0,12.0,,,,43.0,16.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
860,Hawaii,2019,3,1/19/2019,259.0,242.0,,52.0,10.0,14.0,16.0,,,,,58.0,11.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
861,Hawaii,2019,4,1/26/2019,228.0,210.0,,57.0,,,15.0,11.0,0.0,,0.0,55.0,10.0,0.0,0.0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
862,Hawaii,2019,5,2/2/2019,231.0,211.0,,50.0,,,13.0,,,,,41.0,15.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
863,Hawaii,2019,6,2/9/2019,220.0,195.0,,48.0,,,,12.0,,,,57.0,17.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
864,Hawaii,2019,7,2/16/2019,257.0,236.0,,50.0,11.0,10.0,15.0,12.0,,,,55.0,20.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
865,Hawaii,2019,8,2/23/2019,236.0,211.0,,45.0,,12.0,13.0,,,,,54.0,16.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
866,Hawaii,2019,9,3/2/2019,241.0,224.0,,41.0,,,13.0,10.0,0.0,,,58.0,19.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
867,Hawaii,2019,10,3/9/2019,264.0,240.0,,45.0,,10.0,,,,,,52.0,18.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
868,Hawaii,2019,11,3/16/2019,259.0,238.0,,50.0,,,17.0,,,,,63.0,19.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
869,Hawaii,2019,12,3/23/2019,251.0,232.0,,39.0,,,17.0,12.0,,,,58.0,12.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
870,Hawaii,2019,13,3/30/2019,231.0,215.0,,56.0,,12.0,,,,,,46.0,13.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
871,Hawaii,2019,14,4/6/2019,251.0,220.0,,46.0,,13.0,15.0,10.0,,,,47.0,15.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,
872,Hawaii,2019,15,4/13/2019,216.0,199.0,,42.0,10.0,,,13.0,,,,46.0,19.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
873,Hawaii,2019,16,4/20/2019,217.0,194.0,,45.0,,,,,,,,57.0,14.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
874,Hawaii,2019,17,4/27/2019,221.0,211.0,,49.0,,,,,,,,52.0,14.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
875,Hawaii,2019,18,5/4/2019,209.0,190.0,,37.0,,,,,,,,50.0,12.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
876,Hawaii,2019,19,5/11/2019,246.0,232.0,,52.0,,,10.0,,,,,71.0,16.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
877,Hawaii,2019,20,5/18/2019,233.0,213.0,,53.0,,,,,,,0.0,50.0,22.0,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
878,Hawaii,2019,21,5/25/2019,239.0,225.0,0.0,63.0,,13.0,,,,,,59.0,17.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
879,Hawaii,2019,22,6/1/2019,212.0,189.0,,52.0,,,,,,,,48.0,15.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
880,Hawaii,2019,23,6/8/2019,217.0,196.0,,47.0,,10.0,,,,,,51.0,12.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
881,Hawaii,2019,24,6/15/2019,241.0,226.0,,49.0,,14.0,10.0,,,,,52.0,20.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
882,Hawaii,2019,25,6/22/2019,227.0,197.0,,49.0,,,,,,,,50.0,12.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
